DrugName,DrugID_ChEMBL,DrugID_DrugBank,DrugID_SMILES,TargetName,Accession,Gene,Swissprot,Organism
adenosine,CHEMBL477,DB00640,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,Adenosylhomocysteinase,P23526,AHCY,SAHH_HUMAN,Homo sapiens
adenosine,CHEMBL477,DB00640,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,Adenosine receptor A3,P0DMS8,ADORA3,AA3R_HUMAN,Homo sapiens
adenosine,CHEMBL477,DB00640,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,Phosphatidylinositol 4-kinase type 2-alpha,Q9BTU6,PI4K2A,P4K2A_HUMAN,Homo sapiens
adenosine,CHEMBL477,DB00640,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1,Phosphatidylinositol 4-kinase type 2-beta,Q8TCG2,PI4K2B,P4K2B_HUMAN,Homo sapiens
adenosine phosphate,CHEMBL752,DB00131,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,Transient receptor potential cation channel subfamily M member 4,Q8TD43,TRPM4,TRPM4_HUMAN,Homo sapiens
adenosine phosphate,CHEMBL752,DB00131,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,"Fructose-1,6-bisphosphatase 1",P09467,FBP1,F16P1_HUMAN,Homo sapiens
adenosine phosphate,CHEMBL752,DB00131,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,Proto-oncogene tyrosine-protein kinase Src,P12931,SRC,SRC_HUMAN,Homo sapiens
adenosine phosphate,CHEMBL752,DB00131,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,Transient receptor potential cation channel subfamily M member 2,O94759,TRPM2,TRPM2_HUMAN,Homo sapiens
adenosine phosphate,CHEMBL752,DB00131,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,L-lactate dehydrogenase A chain,P00338,LDHA,LDHA_HUMAN,Homo sapiens
adenosine phosphate,CHEMBL752,DB00131,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,O43598,DNPH1,DNPH1_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2X purinoceptor 1,P51575,P2RX1,P2RX1_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2X purinoceptor 4,Q99571,P2RX4,P2RX4_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2Y purinoceptor 2,P41231,P2RY2,P2RY2_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2Y purinoceptor 13,Q9BPV8,P2RY13,P2Y13_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2Y purinoceptor 12,Q9H244,P2RY12,P2Y12_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,Transient receptor potential cation channel subfamily M member 4,Q8TD43,TRPM4,TRPM4_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2X purinoceptor 3,P56373,P2RX3,P2RX3_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,Uracil nucleotide/cysteinyl leukotriene receptor,Q13304,GPR17,GPR17_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,"Heat shock protein 75 kDa, mitochondrial",Q12931,TRAP1,TRAP1_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2Y purinoceptor 11,Q96G91,P2RY11,P2Y11_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,MAP kinase-activated protein kinase 2,P49137,MAPKAPK2,MAPK2_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2Y purinoceptor 4,P51582,P2RY4,P2RY4_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,P2Y purinoceptor 1,P47900,P2RY1,P2RY1_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,Heat shock cognate 71 kDa protein,P11142,HSPA8,HSP7C_HUMAN,Homo sapiens
adenosine triphosphate,CHEMBL14249,DB00171,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,Heat shock 70 kDa protein 1A,P0DMV8,HSPA1A,HS71A_HUMAN,Homo sapiens
adinazolam,CHEMBL328250,DB00546,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12,Translocator protein,P30536,TSPO,TSPO_HUMAN,Homo sapiens
adinazolam,CHEMBL328250,DB00546,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12,GABA-A receptor,O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|Q16445|Q8N1C3|Q99928,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRG1|GABRG2|GABRG3,GBRA1_HUMAN|GBRA2_HUMAN|GBRA3_HUMAN|GBRA4_HUMAN|GBRA5_HUMAN|GBRA6_HUMAN|GBRB1_HUMAN|GBRB2_HUMAN|GBRB3_HUMAN|GBRD_HUMAN|GBRG1_HUMAN|GBRG2_HUMAN|GBRG3_HUMAN,Homo sapiens
afamelanotide,,,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O,Melanocyte-stimulating hormone receptor,Q01726,MC1R,MSHR_HUMAN,Homo sapiens
afamelanotide,,,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O,Melanocortin receptor 4,P32245,MC4R,MC4R_HUMAN,Homo sapiens
afamelanotide,,,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O,Melanocortin receptor 3,P41968,MC3R,MC3R_HUMAN,Homo sapiens
afamelanotide,,,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CNC=N1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O,Melanocortin receptor 5,P33032,MC5R,MC5R_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Mitogen-activated protein kinase 10,P53779,MAPK10,MK10_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Tyrosine-protein kinase ABL1,P00519,ABL1,ABL1_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Receptor-type tyrosine-protein kinase FLT3,P36888,FLT3,FLT3_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Epidermal growth factor receptor,P00533,EGFR,EGFR_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Mitogen-activated protein kinase 9,P45984,MAPK9,MK09_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Proto-oncogene tyrosine-protein kinase Src,P12931,SRC,SRC_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Dual specificity tyrosine-phosphorylation-regulated kinase 2,Q92630,DYRK2,DYRK2_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Hepatocyte growth factor receptor,P08581,MET,MET_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Casein kinase I isoform epsilon,P49674,CSNK1E,KC1E_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Receptor-interacting serine/threonine-protein kinase 2,O43353,RIPK2,RIPK2_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Ribosomal protein S6 kinase alpha-6,Q9UK32,RPS6KA6,KS6A6_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Cyclin-G-associated kinase,O14976,GAK,GAK_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Serine/threonine-protein kinase SBK1,Q52WX2,SBK1,SBK1_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Dual specificity mitogen-activated protein kinase kinase 5,Q13163,MAP2K5,MP2K5_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,MAP kinase-interacting serine/threonine-protein kinase 1,Q9BUB5,MKNK1,MKNK1_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Tyrosine-protein kinase FRK,P42685,FRK,FRK_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Serine/threonine-protein kinase 10,O94804,STK10,STK10_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Receptor tyrosine-protein kinase erbB-2,P04626,ERBB2,ERBB2_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Tyrosine-protein kinase HCK,P08631,HCK,HCK_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,"Phosphorylase b kinase gamma catalytic chain, liver/testis isoform",P15735,PHKG2,PHKG2_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Citron Rho-interacting kinase,O14578,CIT,CTRO_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Homeodomain-interacting protein kinase 4,Q8NE63,HIPK4,HIPK4_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Receptor tyrosine-protein kinase erbB-4,Q15303,ERBB4,ERBB4_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Serine/threonine-protein kinase 17A,Q9UEE5,STK17A,ST17A_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Ephrin type-A receptor 6,Q9UF33,EPHA6,EPHA6_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,STE20-like serine/threonine-protein kinase,Q9H2G2,SLK,SLK_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,MAP kinase-interacting serine/threonine-protein kinase 2,Q9HBH9,MKNK2,MKNK2_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Interleukin-1 receptor-associated kinase 1,P51617,IRAK1,IRAK1_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",Q16816,PHKG1,PHKG1_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Tyrosine-protein kinase Blk,P51451,BLK,BLK_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Dual specificity tyrosine-phosphorylation-regulated kinase 1B,Q9Y463,DYRK1B,DYR1B_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Receptor tyrosine-protein kinase erbB-3,P21860,ERBB3,ERBB3_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Ephrin type-B receptor 6,O15197,EPHB6,EPHB6_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Q13627,DYRK1A,DYR1A_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Tyrosine-protein kinase Lck,P06239,LCK,LCK_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Tyrosine-protein kinase receptor UFO,P30530,AXL,UFO_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Tyrosine-protein kinase TXK,P42681,TXK,TXK_HUMAN,Homo sapiens
afatinib,CHEMBL1173655,DB08916,CN(C)C\C=C\C(=O)NC1=CC2=C(C=C1O[C@H]1CCOC1)N=CN=C2NC1=CC(Cl)=C(F)C=C1,Mitogen-activated protein kinase 14,Q16539,MAPK14,MK14_HUMAN,Homo sapiens
aflibercept,,,NA,Vascular endothelial growth factor B,P49765,VEGFB,VEGFB_HUMAN,Homo sapiens
aflibercept,,,NA,Placenta growth factor,P49763,PGF,PLGF_HUMAN,Homo sapiens
aflibercept,,,NA,Vascular endothelial growth factor A,P15692,VEGFA,VEGFA_HUMAN,Homo sapiens
agomelatine,CHEMBL10878,DB06594,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,5-hydroxytryptamine receptor 2B,P41595,HTR2B,5HT2B_HUMAN,Homo sapiens
agomelatine,CHEMBL10878,DB06594,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,5-hydroxytryptamine receptor 2C,P28335,HTR2C,5HT2C_HUMAN,Homo sapiens
agomelatine,CHEMBL10878,DB06594,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,5-hydroxytryptamine receptor 2A,P28223,HTR2A,5HT2A_HUMAN,Homo sapiens
agomelatine,CHEMBL10878,DB06594,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,Melatonin receptor,P48039|P49286,MTNR1A|MTNR1B,MTR1A_HUMAN|MTR1B_HUMAN,Homo sapiens
agomelatine,CHEMBL10878,DB06594,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,Melatonin receptor type 1A,P48039,MTNR1A,MTR1A_HUMAN,Homo sapiens
agomelatine,CHEMBL10878,DB06594,COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1,Melatonin receptor type 1B,P49286,MTNR1B,MTR1B_HUMAN,Homo sapiens
ajmaline,,,CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)C5=CC=CC=C5[C@]44C[C@@H]([C@H]2[C@H]4O)N3[C@@H]1O,Cytochrome P450 2D6,P10635,CYP2D6,CP2D6_HUMAN,Homo sapiens
alacepril,CHEMBL2103775,,C[C@H](CSC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O,Angiotensin-converting enzyme,P12821,ACE,ACE_HUMAN,Homo sapiens
albiglutide,,,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@@H](N)CC1=CNC=N1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(O)=O,Glucagon-like peptide 1 receptor,P43220,GLP1R,GLP1R_HUMAN,Homo sapiens
alcaftadine,CHEMBL1201747,DB06766,CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=C1C=CC=C2,Histamine H1 receptor,P35367,HRH1,HRH1_HUMAN,Homo sapiens
alclofenac,CHEMBL94081,DB13167,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,Prostaglandin G/H synthase 1,P23219,PTGS1,PGH1_HUMAN,Homo sapiens
alclofenac,CHEMBL94081,DB13167,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,Prostaglandin G/H synthase 2,P35354,PTGS2,PGH2_HUMAN,Homo sapiens
alclometasone dipropionate,CHEMBL1200989,,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@@H]3[C@H](Cl)CC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,Glucocorticoid receptor,P04150,NR3C1,GCR_HUMAN,Homo sapiens
alcuronium,CHEMBL1180293,NA,OC\C=C1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C1=CN2[C@H]5C(=CN([C@H]31)C1=CC=CC=C41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C\CO)C1=CC=CC=C21,Muscarinic acetylcholine receptor M2,P08172,CHRM2,ACM2_HUMAN,Homo sapiens
alcuronium,CHEMBL1180293,NA,OC\C=C1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C1=CN2[C@H]5C(=CN([C@H]31)C1=CC=CC=C41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C\CO)C1=CC=CC=C21,Muscarinic acetylcholine receptor M3,P20309,CHRM3,ACM3_HUMAN,Homo sapiens
alcuronium,CHEMBL1180293,NA,OC\C=C1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C1=CN2[C@H]5C(=CN([C@H]31)C1=CC=CC=C41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C\CO)C1=CC=CC=C21,Muscarinic acetylcholine receptor M1,P11229,CHRM1,ACM1_HUMAN,Homo sapiens
alcuronium,CHEMBL1180293,NA,OC\C=C1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C1=CN2[C@H]5C(=CN([C@H]31)C1=CC=CC=C41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C\CO)C1=CC=CC=C21,Neuronal acetylcholine receptor; alpha4/beta4,P30926|P43681,CHRNA4|CHRNB4,ACHA4_HUMAN|ACHB4_HUMAN,Homo sapiens
alcuronium,CHEMBL1180293,NA,OC\C=C1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C1=CN2[C@H]5C(=CN([C@H]31)C1=CC=CC=C41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C\CO)C1=CC=CC=C21,Acetylcholine receptor,P02708|P11230|Q07001,CHRNA1|CHRNB1|CHRND,ACHA_HUMAN|ACHB_HUMAN|ACHD_HUMAN,Homo sapiens
alcuronium,CHEMBL1180293,NA,OC\C=C1\C[N@+]2(CC=C)CC[C@@]34[C@@H]2C[C@@H]1C1=CN2[C@H]5C(=CN([C@H]31)C1=CC=CC=C41)[C@H]1C[C@H]3[C@@]5(CC[N@@+]3(CC=C)C\C1=C\CO)C1=CC=CC=C21,Neuronal acetylcholine receptor subunit alpha-2,Q15822,CHRNA2,ACHA2_HUMAN,Homo sapiens
